Disease,Region,Latitude,Longitude,Altitude,Animal_Type,Animal_Ownership,Immunization_Status,Identification_Method,Community_HDA_Identified,Animal_Image
Brucellosis,Benshangul Gumuz,10.06251167,34.55256,1577.7,Sheep,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Oromia,3.674929,38.5594521,1298.740682,Goat,Yes,Not vaccinated,Other specify,Yes,
Brucellosis,Benshangul Gumuz,9.918658333,36.05685,1144.8,Cow,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/19479987?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1615186853626.jpg
Brucellosis,Gambella,7.9120412,34.530822,173.3,Cow,Yes,Not vaccinated,House to house visit,Yes,1613066217030.jpg
Brucellosis,Benshangul Gumuz,10.16326353,34.64389667,1509.0,Cow,Yes,Not vaccinated,Health Facility,No,1607668323889.jpg
Brucellosis,Gambella,7.8968518,34.5393569,455.6,Cow,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/19034186?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1613069827221.jpg
Brucellosis,Somali,5.12527939,40.66036422,1243.247192,Goat,Yes,Brucellosis vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/15762785?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1585590316183.jpg
Brucellosis,Gambella,7.302166667,35.287995,1447.7,Cow,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Somali,5.934382584,43.52862278,246.0,Cow,Yes,Brucellosis vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/15348841?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1585062801710.jpg
Brucellosis,Somali,6.135975863,43.648211,296.0,Goat,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Somali,5.966255902,43.46436686,276.0,Goat,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/15348824?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1584717104686.jpg
Brucellosis,Somali,5.963720335,43.46696684,252.0,Sheep,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/15334111?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1584716479530.jpg
Brucellosis,Somali,5.15034935,40.62996195,1224.866943,Goat,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/15306925?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1584521103374.jpg
Brucellosis,Gambella,7.236575,35.31785167,1333.6,Cow,Yes,Not vaccinated,Health Facility,Yes,
Brucellosis,Gambella,7.236363333,35.31804167,1374.5,Cow,Yes,Not vaccinated,Health Facility,No,
Brucellosis,Somali,5.860348333,43.65460333,244.9,Cow,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/14347838?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1577786158106.jpg
Brucellosis,Benshangul Gumuz,,,,Cow,Yes,Not vaccinated,House to house visit,Yes,
